id,title,content,difficulty
257,MaximumXorForEachQuery,"You are given a sorted array nums of n non-negative integers and an integer maximumBit. You want toperform the following query n times:
 Find a non-negative integer k < 2^maximumBit such that nums[0] XOR nums[1] XOR ... XORnums[nums.length-1] XOR k is maximized. k is the answer to the i^th query.Remove the last element from the current array nums.
 Return an array answer, where answer[i] is the answer to the i^th query.
 Example 1:
 Input: nums = [0,1,1,3], maximumBit = 2Output: [0,3,2,3]Explanation: The queries are answered as follows:1^st query: nums = [0,1,1,3], k = 0 since 0 XOR 1 XOR 1 XOR 3 XOR 0 = 3.2^nd query: nums = [0,1,1], k = 3 since 0 XOR 1 XOR 1 XOR 3 = 3.3^rd query: nums = [0,1], k = 2 since 0 XOR 1 XOR 2 = 3.4^th query: nums = [0], k = 3 since 0 XOR 3 = 3.
 Example 2:
 Input: nums = [2,3,4,7], maximumBit = 3Output: [5,2,6,5]Explanation: The queries are answered as follows:1^st query: nums = [2,3,4,7], k = 5 since 2 XOR 3 XOR 4 XOR 7 XOR 5 = 7.2^nd query: nums = [2,3,4], k = 2 since 2 XOR 3 XOR 4 XOR 2 = 7.3^rd query: nums = [2,3], k = 6 since 2 XOR 3 XOR 6 = 7.4^th query: nums = [2], k = 5 since 2 XOR 5 = 7.
 Example 3:
 Input: nums = [0,1,2,2,5,7], maximumBit = 3Output: [4,3,6,4,6,7]
 Constraints:
 nums.length == n1 <= n <= 10^51 <= maximumBit <= 200 <= nums[i] < 2^maximumBitnumsâ€‹â€‹â€‹ is sorted in ascending order.",0
258,maxPointsOnALine,"Given n points on a 2D plane, find the maximum number of points that lie on the same straight line.",2
259,medianOfTwoSortedArrays,There are two sorted arrays A and B of size m and n respectively.Find the median of the two sorted arrays. The overall run time complexity should be O(log (m+n)).,2
260,mergeIntervals,"Given a collection of intervals, merge all overlapping intervals.
 For example,Given [1,3],[2,6],[8,10],[15,18],return [1,6],[8,10],[15,18].",0
261,mergeKSortedLists,Merge k sorted linked lists and return it as one sorted list. Analyze and describe its complexity.,2
262,MergeStringsAlternately,"You are given two strings word1 and word2. Merge the strings by adding letters in alternatingorder, starting with word1. If a string is longer than the other, append the additional lettersonto the end of the merged string.
 Return the merged string.
 Example 1:
 Input: word1 = ""abc"", word2 = ""pqr""Output: ""apbqcr""Explanation: The merged string will be merged as so:word1: a b cword2: p q rmerged: a p b q c r
 Example 2:
 Input: word1 = ""ab"", word2 = ""pqrs""Output: ""apbqrs""Explanation: Notice that as word2 is longer, ""rs"" is appended to the end.word1: a bword2: p q r smerged: a p b q r s
 Example 3:
 Input: word1 = ""abcd"", word2 = ""pq""Output: ""apbqcd""Explanation: Notice that as word1 is longer, ""cd"" is appended to the end.word1: a b c dword2: p qmerged: a p b q c d
 Constraints:
 1 <= word1.length, word2.length <= 100word1 and word2 consist of lowercase English letters.",0
263,mergeTwoSortedArray,"Given two sorted integer arrays A and B, merge B into A as one sorted array.
 Note:You may assume that A has enough space (size that is greater or equal to m + n)to hold additional elements from B. The number of elements initialized in A and Bare m and n respectively.",0
264,mergeTwoSortedList,Merge two sorted linked lists and return it as a new list. The new list should bemade by splicing together the nodes of the first two lists.,2
265,MinCostClimbingStairs,"On a staircase, the i-th step has some non-negative cost cost[i] assigned (0 indexed).
 Once you pay the cost, you can either climb one or two steps. You need to find minimum cost toreach the top of the floor, and you can either start from the step with index 0, or the step withindex 1.
 Example 1:
 Input: cost = [10, 15, 20]Output: 15Explanation: Cheapest is start on cost[1], pay that cost and go to the top.
 Example 2:
 Input: cost = [1, 100, 1, 1, 1, 100, 1, 1, 100, 1]Output: 6Explanation: Cheapest is start on cost[0], and only step on 1s, skipping cost[3].
 Note:
 cost will have a length in the range [2, 1000].Every cost[i] will be an integer in the range [0, 999].",0
266,MinimumAbsoluteSumDifference,"You are given two positive integer arrays nums1 and nums2, both of length n.
 The absolute sum difference of arrays nums1 and nums2 is defined as the sum of |nums1[i] -nums2[i]| for each 0 <= i < n (0-indexed).
 You can replace at most one element of nums1 with any other element in nums1 to minimize theabsolute sum difference.
 Return the minimum absolute sum difference after replacing at most one element in the array nums1.Since the answer may be large, return it modulo 10^9 + 7.
 |x| is defined as:
 x if x >= 0, or-x if x < 0.
 Example 1:
 Input: nums1 = [1,7,5], nums2 = [2,3,5]Output: 3Explanation: There are two possible optimal solutions:- Replace the second element with the first: [1,7,5] => [1,1,5], or- Replace the second element with the third: [1,7,5] => [1,5,5].Both will yield an absolute sum difference of |1-2| + (|1-3| or |5-3|) + |5-5| = 3.
 Example 2:
 Input: nums1 = [2,4,6,8,10], nums2 = [2,4,6,8,10]Output: 0Explanation: nums1 is equal to nums2 so no replacement is needed. This will result in anabsolute sum difference of 0.
 Example 3:
 Input: nums1 = [1,10,4,4,2,7], nums2 = [9,3,5,1,7,4]Output: 20Explanation: Replace the first element with the second: [1,10,4,4,2,7] => [10,10,4,4,2,7].This yields an absolute sum difference of |10-9| + |10-3| + |4-5| + |4-1| + |2-7| + |7-4| = 20
 Constraints:
 n == nums1.lengthn == nums2.length1 <= n <= 10^51 <= nums1[i], nums2[i] <= 10^5",0
267,MinimumAdjacentSwapsToReachTheKthSmallestNumber,"You are given a string num, representing a large integer, and an integer k.
 We call some integer wonderful if it is a permutation of the digits in num and is greater in valuethan num. There can be many wonderful integers. However, we only care about the smallest-valuedones.
 For example, when num = ""5489355142"":
 The 1^st smallest wonderful integer is ""5489355214"".The 2^nd smallest wonderful integer is ""5489355241"".The 3^rd smallest wonderful integer is ""5489355412"".The 4^th smallest wonderful integer is ""5489355421"".
 Return the minimum number of adjacent digit swaps that needs to be applied to num to reach the k^thsmallest wonderful integer.
 The tests are generated in such a way that k^th smallest wonderful integer exists.
 Example 1:
 Input: num = ""5489355142"", k = 4Output: 2Explanation: The 4^th smallest wonderful number is ""5489355421"". To get this number:- Swap index 7 with index 8: ""5489355142"" -> ""5489355412""- Swap index 8 with index 9: ""5489355412"" -> ""5489355421""
 Example 2:
 Input: num = ""11112"", k = 4Output: 4Explanation: The 4^th smallest wonderful number is ""21111"". To get this number:- Swap index 3 with index 4: ""11112"" -> ""11121""- Swap index 2 with index 3: ""11121"" -> ""11211""- Swap index 1 with index 2: ""11211"" -> ""12111""- Swap index 0 with index 1: ""12111"" -> ""21111""
 Example 3:
 Input: num = ""00123"", k = 1Output: 1Explanation: The 1^st smallest wonderful number is ""00132"". To get this number:- Swap index 3 with index 4: ""00123"" -> ""00132""
 Constraints:
 2 <= num.length <= 10001 <= k <= 1000num only consists of digits.",2
268,MinimumAsciiDeleteSumForTwoStrings,"Given two strings s1, s2, find the lowest ASCII sum of deleted characters to make two strings equal.
 Example 1:
 Input: s1 = ""sea"", s2 = ""eat""Output: 231Explanation: Deleting ""s"" from ""sea"" adds the ASCII value of ""s"" (115) to the sum.Deleting ""t"" from ""eat"" adds 116 to the sum.At the end, both strings are equal, and 115 + 116 = 231 is the minimum sum possible to achieve this.
 Example 2:
 Input: s1 = ""delete"", s2 = ""leet""Output: 403Explanation: Deleting ""dee"" from ""delete"" to turn the string into ""let"",adds 100[d]+101[e]+101[e] to the sum. Deleting ""e"" from ""leet"" adds 101[e] to the sum.At the end, both strings are equal to ""let"", and the answer is 100+101+101+101 = 403.If instead we turned both strings into ""lee"" or ""eet"", we would get answers of 433 or 417, whichare higher.
 Note:0 .All elements of each string will have an ASCII value in [97, 122].",0
269,MinimumChangesToMakeAlternatingBinaryString,"You are given a string s consisting only of the characters '0' and '1'. In one operation, you canchange any '0' to '1' or vice versa.
 The string is called alternating if no two adjacent characters are equal. For example, the string""010"" is alternating, while the string ""0100"" is not.
 Return the minimum number of operations needed to make s alternating.
 Example 1:
 Input: s = ""0100""Output: 1Explanation: If you change the last character to '1', s will be ""0101"", which is alternating.
 Example 2:
 Input: s = ""10""Output: 0Explanation: s is already alternating.
 Example 3:
 Input: s = ""1111""Output: 2Explanation: You need two operations to reach ""0101"" or ""1010"".
 Constraints:
 1 <= s.length <= 104s[i] is either '0' or '1'.",0
270,MinimumCostForTickets,"In a country popular for train travel, you have planned some train travelling one year in advance.The days of the year that you will travel is given as an array days. Each day is an integer from 1to 365.
 Train tickets are sold in 3 different ways:
 a 1-day pass is sold for costs[0] dollars;a 7-day pass is sold for costs[1] dollars;a 30-day pass is sold for costs[2] dollars.
 The passes allow that many days of consecutive travel. For example, if we get a 7-day pass on day2, then we can travel for 7 days: day 2, 3, 4, 5, 6, 7, and 8.
 Return the minimum number of dollars you need to travel every day in the given list of days.
 Example 1:
 Input: days = [1,4,6,7,8,20], costs = [2,7,15]Output: 11Explanation:For example, here is one way to buy passes that lets you travel your travel plan:On day 1, you bought a 1-day pass for costs[0] = $2, which covered day 1.On day 3, you bought a 7-day pass for costs[1] = $7, which covered days 3, 4, ..., 9.On day 20, you bought a 1-day pass for costs[0] = $2, which covered day 20.In total you spent $11 and covered all the days of your travel.
 Example 2:
 Input: days = [1,2,3,4,5,6,7,8,9,10,30,31], costs = [2,7,15]Output: 17Explanation:For example, here is one way to buy passes that lets you travel your travel plan:On day 1, you bought a 30-day pass for costs[2] = $15 which covered days 1, 2, ..., 30.On day 31, you bought a 1-day pass for costs[0] = $2 which covered day 31.In total you spent $17 and covered all the days of your travel.
 Note:
 1 <= days.length <= 3651 <= days[i] <= 365days is in strictly increasing order.costs.length == 31 <= costs[i] <= 1000",2
271,MinimumDegreeOfAConnectedTrioInAGraph,"You are given an undirected graph. You are given an integer n which is the number of nodes in thegraph and an array edges, where each edges[i] = [ui, vi] indicates that there is an undirected edgebetween ui and vi.
 A connected trio is a set of three nodes where there is an edge between every pair of them.
 The degree of a connected trio is the number of edges where one endpoint is in the trio, and theother is not.
 Return the minimum degree of a connected trio in the graph, or -1 if the graph has no connectedtrios.
 Example 1:
 Input: n = 6, edges = [[1,2],[1,3],[3,2],[4,1],[5,2],[3,6]]Output: 3Explanation: There is exactly one trio, which is [1,2,3]. The edges that form its degree are boldedin the figure above.
 Example 2:
 Input: n = 7, edges = [[1,3],[4,1],[4,3],[2,5],[5,6],[6,7],[7,5],[2,6]]Output: 0Explanation: There are exactly three trios:1) [1,4,3] with degree 0.2) [2,5,6] with degree 2.3) [5,6,7] with degree 2.
 Constraints:
 2 <= n <= 400edges[i].length == 21 <= edges.length <= n * (n-1) / 21 <= ui, vi <= nui != viThere are no repeated edges.",0
272,minimumDepthOfBinaryTree,"Given a binary tree, find its minimum depth.
 The minimum depth is the number of nodes along the shortest path from the root nodedown to the nearest leaf node.",0
273,MinimumDistanceToTheTargetElement,"Given an integer array nums (0-indexed) and two integers target and start, find an index i suchthat nums[i] == target and abs(i - start) is minimized. Note that abs(x) is the absolute value of x.
 Return abs(i - start).
 It is guaranteed that target exists in nums.
 Example 1:
 Input: nums = [1,2,3,4,5], target = 5, start = 3Output: 1Explanation: nums[4] = 5 is the only value equal to target, so the answer is abs(4 - 3) = 1.
 Example 2:
 Input: nums = [1], target = 1, start = 0Output: 0Explanation: nums[0] = 1 is the only value equal to target, so the answer is abs(0 - 0) = 1.
 Example 3:
 Input: nums = [1,1,1,1,1,1,1,1,1,1], target = 1, start = 0Output: 0Explanation: Every value of nums is 1, but nums[0] minimizes abs(i - start), which is abs(0 - 0) =0.
 Constraints:
 1 <= nums.length <= 10001 <= nums[i] <= 10^40 <= start < nums.lengthtarget is in nums.",0
274,MinimumElementsToAddToFormAGivenSum,"You are given an integer array nums and two integers limit and goal. The array nums has aninteresting property that abs(nums[i]) <= limit.
 Return the minimum number of elements you need to add to make the sum of the array equal to goal.The array must maintain its property that abs(nums[i]) <= limit.
 Note that abs(x) equals x if x >= 0, and -x otherwise.
 Example 1:
 Input: nums = [1,-1,1], limit = 3, goal = -4Output: 2Explanation: You can add -2 and -3, then the sum of the array will be 1 - 1 + 1 - 2 - 3 = -4.
 Example 2:
 Input: nums = [1,-10,9,1], limit = 100, goal = 0Output: 1
 Constraints:
 1 <= nums.length <= 1051 <= limit <= 106-limit <= nums[i] <= limit-109 <= goal <= 109",0
275,MinimumFallingPathSum,"Given a square array of integers A, we want the minimum sum of a falling path through A.
 A falling path starts at any element in the first row, and chooses one element from each row. Thenext row's choice must be in a column that is different from the previous row's column by at mostone.
 Example 1:
 Input: [[1,2,3],[4,5,6],[7,8,9]]Output: 12Explanation:The possible falling paths are:
 [1,4,7], [1,4,8], [1,5,7], [1,5,8], [1,5,9][2,4,7], [2,4,8], [2,5,7], [2,5,8], [2,5,9], [2,6,8], [2,6,9][3,5,7], [3,5,8], [3,5,9], [3,6,8], [3,6,9]
 The falling path with the smallest sum is [1,4,7], so the answer is 12.
 Note:
 1 <= A.length == A[0].length <= 100-100 <= A[i][j] <= 100",0
